"TF00YDate","TF00YClose","TF00Y_hpft","TF00Y_hpfc"
2021-09-02,164.5,169.042339777619,-4.54233977761939
2021-09-03,164.3,169.105223580176,-4.80522358017603
2021-09-06,163.9,169.169286258062,-5.26928625806247
2021-09-07,159,169.234524812351,-10.2345248123511
2021-09-08,158.9,169.300934066008,-10.4009340660075
2021-09-09,160.4,169.368504611453,-8.96850461145295
2021-09-10,162,169.437222741784,-7.43722274178373
2021-09-13,164.7,169.507071042875,-4.80707104287535
2021-09-14,165.5,169.578029026351,-4.07802902635099
2021-09-15,165,169.650074216789,-4.650074216789
2021-09-16,164.4,169.723182453074,-5.32318245307402
2021-09-17,161,169.797327651935,-8.79732765193486
2021-09-20,158.8,169.872481529712,-11.0724815297119
2021-09-21,159.8,169.948612166286,-10.1486121662858
2021-09-22,160.1,170.025683064614,-9.92568306461434
2021-09-23,160.2,170.103653532631,-9.90365353263132
2021-09-24,163.4,170.18247877539,-6.78247877538973
2021-09-27,164.3,170.262109904171,-5.9621099041709
2021-09-28,163.1,170.342495226653,-7.24249522665317
2021-09-29,166.5,170.423580586017,-3.92358058601686
2021-09-30,167,170.505308831686,-3.50530883168599
2021-10-01,167.1,170.587621191236,-3.48762119123622
2021-10-04,167.3,170.670457443288,-3.37045744328814
2021-10-05,168.2,170.75375592482,-2.55375592481977
2021-10-06,168.9,170.837453579598,-1.93745357959809
2021-10-07,170.5,170.92148629577,-0.421486295769735
2021-10-08,174.9,171.005789160616,3.89421083938394
2021-10-11,174.3,171.090297087193,3.20970291280722
2021-10-12,171.1,171.174946598266,-0.0749465982658371
2021-10-13,172.2,171.259675543363,0.940324456636756
2021-10-14,172.9,171.344421741033,1.55557825896669
2021-10-15,173.8,171.429123398517,2.37087660148341
2021-10-18,179.4,171.513719366067,7.88628063393302
2021-10-19,180.4,171.598149473963,8.80185052603685
2021-10-20,179.7,171.682356812356,8.01764318764377
2021-10-21,174.2,171.766288109727,2.4337118902733
2021-10-22,174.1,171.849893408728,2.25010659127193
2021-10-25,176.2,171.933123758012,4.26687624198802
2021-10-26,175.7,172.015931136332,3.68406886366783
2021-10-27,178,172.0982692862,5.90173071380014
2021-10-28,175.5,172.180093472971,3.31990652702945
2021-10-29,173.3,172.261361401538,1.0386385984624
2021-11-01,171,172.342032149112,-1.34203214911176
2021-11-02,172.5,172.422065222234,0.0779347777657605
2021-11-04,168.4,172.501419572703,-4.10141957270333
2021-11-05,169.5,172.580054184534,-3.08005418453422
2021-11-08,169.2,172.65792634638,-3.45792634638036
2021-11-09,169.9,172.734992073722,-2.83499207372209
2021-11-10,169.8,172.811205952675,-3.01120595267492
2021-11-11,172.9,172.886521397481,0.0134786025187017
2021-11-12,175.1,172.96089057767,2.13910942232957
