"AUDCADDate","AUDCADClose","AUDCAD_hpft","AUDCAD_hpfc"
2010-01-01,0.9459,0.947120662358452,-0.00122066235845162
2010-01-04,0.9506,0.946719217575946,0.00388078242405371
2010-01-05,0.9475,0.946317772288868,0.00118222771113174
2010-01-06,0.9495,0.945916327596804,0.00358367240319583
2010-01-07,0.9492,0.945514885088026,0.00368511491197395
2010-01-08,0.9524,0.945113447832152,0.0072865521678479
2010-01-11,0.9607,0.944712020422079,0.0159879795779212
2010-01-12,0.9557,0.94431061046267,0.0113893895373299
2010-01-13,0.9528,0.943909232167578,0.00889076783242198
2010-01-14,0.9536,0.943507904458365,0.0100920955416353
2010-01-15,0.9496,0.943106649931689,0.00649335006831078
2010-01-18,0.9504,0.942705495355872,0.00769450464412834
2010-01-19,0.9522,0.942304470183322,0.00989552981667845
2010-01-20,0.9523,0.941903607047048,0.0103963929529525
2010-01-21,0.947,0.941502942670473,0.00549705732952737
2010-01-22,0.9527,0.94110251807447,0.0115974819255295
2010-01-25,0.9563,0.940702376552177,0.015597623447823
2010-01-26,0.9549,0.94030256619066,0.0145974338093395
2010-01-27,0.9529,0.93990314152442,0.0129968584755802
2010-01-28,0.954,0.939504163121947,0.0144958368780534
2010-01-29,0.946,0.93910569692411,0.00689430307589021
2010-02-01,0.9455,0.938707814863776,0.0067921851362243
