"USDCNHDate","USDCNHClose","USDCNH_hpft","USDCNH_hpfc"
2015-12-18,6.5541,6.48465289233216,0.0694471076678416
2015-12-21,6.55,6.48609128161691,0.0639087183830888
2015-12-22,6.5265,6.48750824910209,0.0389917508979074
2015-12-23,6.5449,6.48890333225252,0.0559966677474811
2015-12-24,6.5395,6.49027608465068,0.0492239153493194
2015-12-25,6.5348,6.49162608302587,0.0431739169741303
2015-12-28,6.5613,6.4929529244545,0.0683470755454961
2015-12-29,6.5756,6.49425622385938,0.0813437761406203
2015-12-30,6.5685,6.49553562441528,0.0729643755847234
2015-12-31,6.5667,6.49679080292117,0.0699091970788268
2016-01-01,6.569,6.49802146633655,0.0709785336634541
2016-01-04,6.6296,6.49922735051861,0.130372649481394
2016-01-05,6.6431,6.5004082206642,0.1426917793358
2016-01-06,6.6977,6.50156389586095,0.196136104139052
2016-01-07,6.693,6.50269425417962,0.190305745820377
2016-01-08,6.683,6.50379925476561,0.179200745234385
2016-01-11,6.5858,6.50487893542919,0.0809210645708072
2016-01-12,6.5781,6.50593340805501,0.0721665919449875
2016-01-13,6.5712,6.50696281797717,0.0642371820228318
2016-01-14,6.6002,6.50796734036054,0.0922326596394597
2016-01-15,6.6143,6.50894717692305,0.105352823076949
2016-01-18,6.5834,6.50990256750794,0.0734974324920608
2016-01-19,6.5893,6.51083379550704,0.078466204492964
2016-01-20,6.5978,6.51174117469311,0.0860588253068899
2016-01-21,6.6051,6.51262505127366,0.0924749487263381
2016-01-22,6.6126,6.51348580702949,0.0991141929705063
2016-01-25,6.6088,6.51432386196673,0.0944761380332647
2016-01-26,6.6088,6.51513967706142,0.0936603229385758
2016-01-27,6.6167,6.51593375234216,0.10076624765784
2016-01-28,6.6152,6.51670662655299,0.0984933734470078
2016-01-29,6.5935,6.51745888009074,0.0760411199092626
2016-02-01,6.6167,6.51819113406536,0.0985088659346389
2016-02-02,6.6257,6.51890404101917,0.106795958980829
2016-02-03,6.604,6.51959829421406,0.0844017057859386
2016-02-04,6.5789,6.52027463105718,0.058625368942822
2016-02-05,6.569,6.52093382384382,0.0480661761561817
